Product ID,Type,Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure type
L51566,L,28.75,36.55,1719,31.9,0,0,NOT
L51567,L,28.85,36.65,1532,39.4,2,0,NOT
L51568,L,28.85,36.65,1701,27.2,4,0,NOT
M19249,M,28.95,36.85,1355,45.1,6,1,HDF
M19250,M,29.05,36.95,1421,45.4,9,0,NOT
M19251,M,29.05,36.95,1368,51.6,12,1,HDF
L51572,L,29.05,36.95,1458,45.1,15,0,NOT
M19253,M,29.05,36.95,1572,34.6,17,0,NOT
L51574,L,29.05,36.85,1483,48.7,20,0,NOT
L51575,L,29.15,36.95,1513,40.4,22,0,NOT
H33810,H,29.15,36.95,1383,42.9,24,0,NOT
L51577,L,29.25,37.05,1539,37.7,29,0,NOT
M19258,M,29.15,36.95,1563,37.8,31,0,NOT
L51579,L,29.15,36.95,1653,29.7,34,0,NOT
L51580,L,29.15,36.95,1353,50.9,36,1,HDF
H33815,H,29.05,36.85,1468,43.6,38,0,NOT
H33816,H,29.15,37.05,1506,33.8,43,0,NOT
L51583,L,29.15,36.95,1388,49.9,48,0,NOT
M19264,M,29.25,37.05,1485,45.9,50,0,NOT
L51585,L,29.25,37.05,1331,45.5,53,1,HDF
L51586,L,29.35,37.15,1326,58.5,55,1,HDF
L51587,L,29.15,37.05,1394,55.4,57,0,NOT
L51588,L,29.25,36.95,2009,18.9,59,0,NOT
M19269,M,29.25,36.95,1358,54.6,61,1,HDF
L51590,L,29.35,37.05,1586,32.2,64,0,NOT
L51591,L,29.35,37.15,1688,31.6,66,0,NOT
L51592,L,29.45,37.35,1450,43.2,68,0,NOT
M19273,M,29.55,37.35,1398,47.3,70,0,NOT
L51594,L,29.55,37.35,1520,39.3,73,0,NOT
L51595,L,29.45,37.25,1514,42.7,75,0,NOT
M19276,M,29.45,37.25,1532,36.1,77,0,NOT
L51598,L,29.45,37.15,1642,33.2,82,0,NOT
M19279,M,29.45,37.05,2676,10.8,84,1,PWF
H33834,H,29.45,37.05,1873,21.3,87,0,NOT
L51601,L,29.45,37.05,1325,62.4,92,1,HDF
M19282,M,29.45,37.05,2157,17.2,94,0,NOT
M19283,M,29.45,37.05,1563,39,97,0,NOT
M19284,M,29.45,37.05,1631,31,100,0,NOT
L51605,L,29.35,37.05,1547,36.9,103,0,NOT
L51606,L,29.45,37.15,1479,40.4,105,0,NOT
M19287,M,29.25,36.95,1379,48.9,107,1,HDF
L51608,L,29.25,36.95,1906,21.2,110,0,NOT
M19289,M,29.15,36.95,1731,33.4,112,0,NOT
H33844,H,29.15,36.95,1688,30.4,115,0,NOT
H33845,H,29.15,37.05,1443,54.6,120,0,NOT
L51612,L,29.25,37.05,1445,46.4,125,0,NOT
H33847,H,29.25,37.05,1435,44.9,127,0,NOT
L51614,L,29.25,36.95,1556,32.9,132,0,NOT
L51615,L,29.15,36.95,1321,52.7,134,1,HDF
M19296,M,29.25,36.95,1577,35.8,136,0,NOT
L51617,L,29.25,37.05,1578,31.2,139,0,NOT
L51618,L,29.25,36.95,1418,52.3,141,0,NOT
M19299,M,29.25,37.05,1392,55.8,143,0,NOT
L51620,L,29.35,37.15,1446,44,146,0,NOT
L51621,L,29.35,37.05,1329,50.6,148,1,HDF
L51622,L,29.35,37.05,1563,34.8,150,0,NOT
L51623,L,29.35,37.15,1405,57.4,152,0,NOT
L51624,L,29.25,37.05,2224,16,154,0,NOT
L51625,L,29.35,37.05,1716,29.9,156,0,NOT
L51626,L,29.35,37.15,1584,35.5,158,0,NOT
M19307,M,29.35,37.15,1488,41.8,160,0,NOT
L51628,L,29.25,37.15,1374,51.2,163,1,HDF
M19309,M,29.25,37.15,1378,54.3,165,1,HDF
L51630,L,29.35,37.15,1551,37.3,168,0,NOT
L51631,L,29.35,37.15,1549,40.9,170,0,NOT
M19312,M,29.35,37.15,1447,39.2,172,0,NOT
L51633,L,29.25,37.05,1400,53.7,175,0,NOT
L51634,L,29.25,36.95,1401,48.8,177,0,NOT
H33869,H,29.25,36.95,1597,28.9,179,0,NOT
L51636,L,29.15,36.95,1487,46,184,0,NOT
M19317,M,29.35,37.15,1710,27.3,186,0,NOT
L51638,L,29.45,37.25,1478,47.7,189,0,NOT
L51639,L,29.45,37.25,1743,26.3,191,0,NOT
L51640,L,29.45,37.35,1596,32.8,193,0,NOT
L51641,L,29.55,37.35,1642,30.8,195,0,NOT
L51643,L,29.65,37.45,2016,19.9,199,0,NOT
L51644,L,29.65,37.45,1671,30.5,201,0,NOT
L51645,L,29.65,37.45,1404,43.2,203,0,NOT
L51646,L,29.65,37.45,1470,41.1,205,0,NOT
L51647,L,29.65,37.45,1617,37.9,207,0,NOT
L51648,L,29.55,37.35,1725,29,209,0,NOT
L51649,L,29.55,37.35,1446,40.9,211,1,TWF
L51650,L,29.55,37.45,1564,34.3,0,0,NOT
L51651,L,29.65,37.45,1670,29.1,2,0,NOT
L51652,L,29.55,37.45,1501,48.7,4,0,NOT
L51653,L,29.55,37.35,1551,35.9,6,0,NOT
L51654,L,29.55,37.35,1563,35,8,0,NOT
L51655,L,29.55,37.35,1351,41.8,10,1,HDF
L51656,L,29.45,37.25,1415,52.1,12,0,NOT
L51657,L,29.45,37.15,1647,34.2,14,0,NOT
L51658,L,29.35,37.05,1477,41.6,16,0,NOT
L51659,L,29.45,37.05,1923,21.5,18,0,NOT
H33894,H,29.55,37.25,1305,55.2,20,1,HDF
M19341,M,29.45,37.25,1544,35.1,25,0,NOT
H33896,H,29.55,37.35,1568,36.9,28,0,NOT
L51663,L,29.55,37.25,1489,42.7,33,0,NOT
M19344,M,29.45,37.25,1451,43.1,35,0,NOT
L51665,L,29.55,37.25,1542,35.7,38,0,NOT
M19346,M,29.45,37.35,1965,20.2,40,0,NOT
L51667,L,29.35,37.35,1436,36.5,43,0,NOT
M19348,M,29.35,37.25,1509,37.6,45,0,NOT
L51669,L,29.35,37.25,1487,40.2,48,0,NOT
L51670,L,29.35,37.25,1967,20.3,50,0,NOT
H33905,H,29.45,37.25,1409,53.3,52,0,NOT
M19352,M,29.45,37.35,1420,56.4,57,0,NOT
L51673,L,29.55,37.35,1511,37.7,60,0,NOT
H33908,H,29.45,37.25,1649,30.1,62,0,NOT
L51675,L,29.45,37.25,1359,57.2,67,1,HDF
M19356,M,29.35,37.25,1605,36,69,0,NOT
L51677,L,29.35,37.15,1523,36,72,0,NOT
H33912,H,29.45,37.25,1614,36,74,0,NOT
H33913,H,29.45,37.15,1721,27.4,79,0,NOT
L51680,L,29.45,37.25,1638,36.2,84,0,NOT
L51681,L,29.35,37.05,1307,54,86,1,HDF
L51682,L,29.25,37.05,1642,28.3,88,0,NOT
M19363,M,29.35,37.05,1751,30.5,90,0,NOT
L51684,L,29.25,36.95,1645,31.6,93,0,NOT
L51685,L,29.25,36.95,1426,46.8,95,0,NOT
M19366,M,29.25,36.95,1520,36.6,97,0,NOT
L51687,L,29.25,36.95,1709,31.8,100,0,NOT
L51688,L,29.25,36.85,1426,46.6,102,0,NOT
L51689,L,29.25,36.95,1429,43.7,104,0,NOT
L51690,L,29.25,37.05,1346,62.4,106,1,HDF
L51691,L,29.35,37.05,1454,43,108,0,NOT
M19372,M,29.35,37.15,1411,49.5,110,0,NOT
L51693,L,29.25,37.15,1900,24.4,113,0,NOT
L51694,L,29.25,37.15,1479,36.2,115,0,NOT
L51695,L,29.35,37.25,1415,48.2,117,0,NOT
L51696,L,29.35,37.15,1539,39,119,0,NOT
L51697,L,29.25,37.15,1520,31.6,121,0,NOT
L51698,L,29.25,37.15,1480,45.8,123,0,NOT
L51699,L,29.25,37.25,1666,29.7,125,0,NOT
L51700,L,29.25,37.25,1456,47.6,127,0,NOT
L51701,L,29.25,37.25,1865,23.9,129,0,NOT
M19382,M,29.35,37.35,1918,21.6,131,0,NOT
L51703,L,29.35,37.25,1488,48.4,134,0,NOT
M19384,M,29.35,37.35,1527,38.8,136,0,NOT
M19385,M,29.25,37.25,1463,42.2,139,0,NOT
L51706,L,29.25,37.25,1521,38.5,142,0,NOT
M19387,M,29.25,37.35,1372,45.7,144,1,HDF
L51708,L,29.35,37.35,1507,39.5,147,0,NOT
M19389,M,29.25,37.25,1586,34.3,149,0,NOT
L51710,L,29.35,37.25,1487,42,152,0,NOT
L51711,L,29.35,37.35,1520,41.2,154,0,NOT
H33946,H,29.35,37.25,1422,41.9,156,0,NOT
M19393,M,29.25,37.15,1375,52.5,161,1,HDF
L51714,L,29.25,37.05,1633,28,164,0,NOT
L51715,L,29.25,37.05,1503,36.2,166,0,NOT
L51716,L,29.25,37.05,1351,45.1,168,1,HDF
L51717,L,29.15,37.05,1548,35.3,170,0,NOT
L51718,L,29.25,37.15,1923,23.3,172,0,NOT
L51719,L,29.35,37.15,1592,32.6,174,0,NOT
M19400,M,29.35,37.25,1580,35.6,176,0,NOT
L51721,L,29.35,37.25,1427,46.8,179,0,NOT
M19402,M,29.35,37.25,1581,32.7,181,0,NOT
M19403,M,29.45,37.35,1542,39.9,184,0,NOT
L51724,L,29.35,37.25,1349,55.1,187,1,HDF
L51725,L,29.35,37.35,1463,43,189,0,NOT
M19406,M,29.35,37.25,1429,43.2,191,0,NOT
M19407,M,29.35,37.25,1451,53.6,194,0,NOT
L51728,L,29.45,37.35,1511,37.2,197,0,NOT
L51729,L,29.45,37.45,1549,37.5,199,0,NOT
M19410,M,29.35,37.35,1507,40.2,201,0,NOT
M19411,M,29.45,37.35,1524,33.7,204,0,NOT
M19412,M,29.55,37.35,1880,22.7,207,0,NOT
L51733,L,29.45,37.35,1461,45.4,0,0,NOT
L51734,L,29.45,37.35,1748,28.2,2,0,NOT
L51735,L,29.55,37.45,1690,26.7,4,0,NOT
M19416,M,29.55,37.45,1349,51.2,6,1,HDF
L51737,L,29.55,37.45,1686,26.3,9,0,NOT
L51738,L,29.55,37.55,1369,47.5,11,1,HDF
L51739,L,29.55,37.55,1433,43.7,13,0,NOT
L51740,L,29.55,37.55,1597,41.9,15,0,NOT
L51741,L,29.75,37.65,1610,32.2,17,0,NOT
L51742,L,29.55,37.55,1398,57.7,19,0,NOT
L51743,L,29.55,37.55,1977,20,21,0,NOT
L51744,L,29.65,37.65,1516,39.5,23,0,NOT
H33979,H,29.55,37.65,1275,55,25,1,HDF
L51746,L,29.65,37.65,1402,50.5,30,0,NOT
M19427,M,29.65,37.65,1451,44.7,32,0,NOT
M19428,M,29.55,37.65,1555,36.1,35,0,NOT
L51749,L,29.65,37.75,1636,35,38,0,NOT
L51750,L,29.65,37.75,1312,52.2,40,1,HDF
L51751,L,29.65,37.75,1708,29.8,42,0,NOT
M19432,M,29.75,37.85,1556,36.5,44,0,NOT
H33987,H,29.65,37.85,1436,43.5,47,0,NOT
M19434,M,29.75,37.85,1402,40.7,52,0,NOT
M19435,M,29.75,37.85,1437,49.9,55,0,NOT
M19436,M,29.75,37.95,1926,21.8,58,0,NOT
L51757,L,29.85,38.05,1800,23.7,61,0,NOT
L51758,L,29.85,38.05,1641,32.6,63,0,NOT
L51759,L,29.85,38.05,1374,48.2,65,1,HDF
L51760,L,29.85,38.05,1494,37,67,0,NOT
L51761,L,29.85,38.05,1601,32.9,69,0,NOT
L51762,L,29.75,38.05,1634,36.9,71,0,NOT
M19443,M,29.75,38.05,1467,37.7,73,0,NOT
L51764,L,29.65,37.95,1550,32.3,76,0,NOT
L51765,L,29.65,37.95,1563,32.2,78,0,NOT
L51766,L,29.55,37.75,1395,48.3,80,0,NOT
M19447,M,29.65,37.85,1507,33.4,82,0,NOT
L51768,L,29.65,37.85,1564,38.5,85,0,NOT
L51769,L,29.65,37.95,1721,30,87,0,NOT
L51770,L,29.65,37.95,1456,36.1,89,0,NOT
H34005,H,29.75,38.05,2102,17.8,91,0,NOT
L51772,L,29.75,37.95,1555,33.9,96,0,NOT
L51773,L,29.85,38.05,1409,41.9,98,0,NOT
M19454,M,29.85,38.05,1387,41.4,100,0,NOT
M19455,M,29.85,38.05,1460,43.9,103,0,NOT
L51776,L,29.85,38.05,1361,47.6,106,1,HDF
M19457,M,29.85,37.95,1490,43,108,0,NOT
L51778,L,29.95,38.05,1399,49.2,111,0,NOT
L51779,L,29.95,37.95,1420,55.8,113,0,NOT
L51780,L,29.85,37.85,1359,44.2,115,1,HDF
M19461,M,29.85,37.95,1372,54.3,117,1,HDF
M19462,M,29.85,37.85,1409,41.7,120,0,NOT
H34017,H,29.75,37.85,1452,58.3,123,0,NOT
L51784,L,29.75,37.85,1820,24.6,128,0,NOT
H34019,H,29.75,37.85,1469,48.7,130,0,NOT
L51786,L,29.75,37.95,1556,45.3,135,0,NOT
L51787,L,29.85,37.95,1980,20.2,137,0,NOT
M19468,M,29.85,38.05,1519,38,139,0,NOT
L51789,L,29.85,38.05,1456,44,142,0,NOT
L51790,L,29.95,38.05,1394,45.3,144,0,NOT
L51791,L,29.85,38.15,1365,56.2,146,1,HDF
L51792,L,29.85,38.15,2194,16.5,148,0,NOT
L51793,L,29.95,38.15,1403,55.6,150,0,NOT
H34028,H,29.85,38.05,1503,37,152,0,NOT
L51795,L,29.85,38.15,1793,29.3,157,0,NOT
L51796,L,29.95,38.25,1829,24.5,159,0,NOT
M19477,M,29.95,38.25,1831,23.3,161,0,NOT
M19478,M,29.85,38.15,1335,53.6,164,1,HDF
H34033,H,29.95,38.15,2056,19.7,167,0,NOT
L51800,L,29.95,38.15,1336,52.6,172,1,HDF
L51801,L,29.85,38.05,1341,51,174,1,HDF
M19482,M,29.85,37.95,1526,37.3,176,0,NOT
L51803,L,29.85,37.95,1525,40.7,179,0,NOT
M19484,M,29.85,37.95,1428,39.8,181,0,NOT
L51805,L,29.85,38.05,1511,45.7,184,0,NOT
L51806,L,29.85,38.05,1664,29.8,186,0,NOT
M19487,M,29.85,38.05,1592,38.9,188,0,NOT
M19488,M,29.85,37.95,1597,36.7,191,0,NOT
L51809,L,29.85,38.05,1735,26.1,194,0,NOT
L51810,L,29.75,38.05,1751,23.8,196,0,NOT
L51811,L,29.85,38.05,1383,44.6,198,0,NOT
M19492,M,29.75,38.05,1330,53.7,200,1,HDF
L51813,L,29.85,38.05,1382,50.5,203,0,NOT
L51814,L,29.85,38.05,1755,30.4,205,0,NOT
M19495,M,29.85,38.05,1614,35.7,207,0,NOT
L51816,L,29.85,38.15,1466,43,210,0,NOT
M19497,M,29.95,38.15,1847,24.7,212,0,NOT
L51818,L,29.95,38.15,1474,34.8,215,0,NOT
L51819,L,29.95,38.15,1657,31.8,217,0,NOT
L51820,L,29.95,38.05,1435,40.1,219,0,NOT
H34055,H,29.95,38.15,1494,42.7,221,0,NOT
L51824,L,30.05,38.25,1514,41.2,230,0,NOT
L51825,L,30.15,38.25,1732,25.6,232,0,NOT
L51826,L,30.15,38.25,1497,46,234,1,TWF
L51827,L,30.15,38.25,1958,21.5,0,0,NOT
L51828,L,30.15,38.25,1630,32.5,2,0,NOT
M19509,M,30.15,38.25,1395,59.1,4,0,NOT
L51830,L,30.15,38.25,1658,30.5,7,0,NOT
L51831,L,30.05,38.25,1349,51.1,9,1,HDF
L51832,L,29.95,38.05,1452,52.9,11,0,NOT
M19513,M,29.95,37.95,1594,35.5,13,0,NOT
M19514,M,29.95,37.85,1510,47.6,16,0,NOT
L51835,L,29.95,37.95,1854,22.6,19,0,NOT
L51836,L,29.95,38.05,1626,32.3,21,0,NOT
L51837,L,29.95,38.05,1628,35.2,23,0,NOT
L51838,L,29.95,38.05,1679,34.8,25,0,NOT
M19519,M,29.95,38.05,1489,44.5,27,0,NOT
L51840,L,30.05,38.05,1439,43.9,30,0,NOT
L51841,L,30.15,38.15,1350,48.1,32,1,HDF
H34076,H,30.15,38.05,1607,31.7,34,0,NOT
L51843,L,30.15,38.15,1389,53.9,39,0,NOT
M19524,M,30.15,38.15,1566,46.1,41,0,NOT
M19525,M,30.25,38.25,1307,54,44,1,HDF
M19526,M,30.15,38.35,1569,36.6,47,0,NOT
H34081,H,30.15,38.25,1651,30.6,50,0,NOT
H34082,H,30.15,38.25,1692,27.9,55,0,NOT
M19529,M,30.15,38.35,1373,47.3,60,1,HDF
L51850,L,30.05,38.25,1610,35.5,63,0,NOT
L51851,L,30.15,38.25,1511,43.4,65,0,NOT
L51852,L,30.15,38.35,1412,55.6,67,0,NOT
L51853,L,30.25,38.35,1501,36.2,69,0,NOT
L51854,L,30.25,38.35,1414,44.8,71,0,NOT
H34089,H,30.35,38.35,1629,33.5,73,0,NOT
L51856,L,30.25,38.35,1879,21.3,78,0,NOT
H34091,H,30.35,38.45,1466,47,80,0,NOT
H34092,H,30.45,38.55,1476,40.1,85,0,NOT
L51859,L,30.45,38.65,1695,30.7,90,0,NOT
L51860,L,30.45,38.55,1491,39.8,92,0,NOT
M19541,M,30.45,38.65,1659,34.7,94,0,NOT
L51862,L,30.45,38.65,1567,31.7,97,0,NOT
L51863,L,30.45,38.65,1736,32.9,99,0,NOT
M19544,M,30.45,38.65,1421,44.8,101,1,OTHER
M19545,M,30.45,38.65,1627,30.8,104,0,NOT
M19546,M,30.35,38.45,1562,34.2,107,0,NOT
L51867,L,30.35,38.45,2183,17,110,0,NOT
L51868,L,30.35,38.45,1577,38.1,112,0,NOT
M19549,M,30.25,38.35,1560,36.4,114,0,NOT
M19550,M,30.25,38.35,1483,43,117,0,NOT
L51871,L,30.35,38.35,1535,33.3,120,0,NOT
M19552,M,30.25,38.25,1606,29.6,122,0,NOT
M19553,M,30.25,38.35,1817,24.7,125,0,NOT
L51874,L,30.25,38.35,1424,50.8,128,0,NOT
L51875,L,30.15,38.45,1514,34.7,130,0,NOT
L51876,L,30.25,38.45,1449,41.7,132,0,NOT
M19557,M,30.35,38.45,1573,34,134,0,NOT
L51878,L,30.25,38.45,1564,41.9,137,0,NOT
L51879,L,30.35,38.45,1428,46.2,139,0,NOT
L51880,L,30.35,38.55,1620,31,141,0,NOT
H34115,H,30.35,38.55,1584,32.7,143,0,NOT
L51882,L,30.45,38.65,1222,66.8,148,1,HDF
M19563,M,30.45,38.65,1432,42.5,150,0,NOT
L51884,L,30.55,38.75,1561,33.3,153,0,NOT
L51885,L,30.45,38.65,1614,33.2,155,0,NOT
L51886,L,30.35,38.55,1959,22.3,157,0,NOT
L51887,L,30.35,38.65,1944,23.5,159,0,NOT
L51888,L,30.25,38.55,1793,25.8,161,0,NOT
M19569,M,30.25,38.45,1446,50,163,0,NOT
L51890,L,30.25,38.55,1673,32.2,166,0,NOT
M19571,M,30.25,38.55,1515,44.2,168,0,NOT
L51892,L,30.25,38.65,1564,35.9,171,0,NOT
L51893,L,30.35,38.65,1451,45.2,173,0,NOT
H34128,H,30.25,38.65,1693,28.3,175,0,NOT
L51895,L,30.25,38.55,1476,42.3,180,0,NOT
L51896,L,30.25,38.45,1712,30.1,182,0,NOT
M19577,M,30.25,38.45,1425,45.4,184,0,NOT
L51898,L,30.15,38.45,1337,56.8,187,1,HDF
M19579,M,30.25,38.55,1690,34.9,189,0,NOT
M19580,M,30.25,38.55,1353,44.1,192,1,HDF
L51901,L,30.35,38.65,1927,21.9,195,0,NOT
M19582,M,30.25,38.65,1391,42.7,197,0,NOT
L51903,L,30.25,38.65,1366,50.9,200,1,HDF
L51904,L,30.25,38.75,1771,31.6,202,0,NOT
M19585,M,30.25,38.65,1515,42.6,204,0,NOT
M19586,M,30.25,38.65,2133,18.3,207,0,NOT
M19587,M,30.25,38.65,1341,47,210,1,HDF
L51908,L,30.25,38.55,1406,47.1,213,0,NOT
L51910,L,30.15,38.55,1508,35.5,217,0,NOT
L51911,L,30.15,38.45,1301,45.1,219,1,HDF
L51912,L,30.15,38.55,1539,38.5,221,0,NOT
L51913,L,30.15,38.45,1484,44.6,223,0,NOT
L51914,L,30.05,38.35,1507,39.2,225,0,NOT
L51915,L,30.05,38.35,1544,42.5,227,0,NOT
L51916,L,30.05,38.35,1513,37.9,0,0,NOT
M19597,M,30.05,38.35,1336,58.2,2,1,HDF
M19598,M,30.05,38.25,2102,19,5,0,NOT
L51919,L,30.05,38.25,1351,53.8,8,1,HDF
L51920,L,30.15,38.35,1601,35.2,10,0,NOT
L51921,L,30.05,38.15,1393,52.9,12,0,NOT
L51922,L,30.15,38.15,1592,33.7,14,0,NOT
L51923,L,30.15,38.15,1409,51.8,16,0,NOT
L51924,L,30.15,38.15,1393,47.4,18,0,NOT
H34159,H,30.05,38.05,1475,43.1,20,0,NOT
L51926,L,30.05,38.05,1427,45.6,25,0,NOT
L51927,L,30.15,38.05,1763,27.3,27,0,NOT
L51928,L,30.05,38.05,1363,46.7,29,1,HDF
L51929,L,30.05,38.05,1404,50.9,31,0,NOT
M19610,M,30.05,38.05,1688,31.9,33,0,NOT
L51931,L,30.15,38.25,1510,37.3,36,0,NOT
H34166,H,30.15,38.15,1502,39.5,38,0,NOT
H34167,H,30.05,38.25,1607,36.6,43,0,NOT
M19614,M,30.15,38.35,1384,54.8,48,0,NOT
L51935,L,30.25,38.55,1295,51.3,51,1,HDF
H34170,H,30.25,38.55,1991,19,53,0,NOT
L51937,L,30.25,38.45,1497,42.8,58,0,NOT
L51938,L,30.35,38.45,1465,48.7,60,0,NOT
L51939,L,30.35,38.45,1361,46.5,62,1,HDF
L51940,L,30.45,38.55,1546,38.5,64,0,NOT
H34175,H,30.55,38.75,1332,52.7,66,1,HDF
M19622,M,30.55,38.85,2663,11.4,71,1,PWF
L51943,L,30.55,38.95,1443,45.9,74,0,NOT
M19624,M,30.55,38.85,1402,48.6,76,0,NOT
L51945,L,30.55,38.85,1892,22.5,79,0,NOT
M19626,M,30.45,38.85,1645,35.7,81,0,NOT
L51947,L,30.45,38.75,1473,50.1,84,0,NOT
L51948,L,30.45,38.85,1309,52.9,86,1,HDF
H34183,H,30.45,38.75,1544,37.1,88,0,NOT
L51950,L,30.35,38.75,1344,49.3,93,1,HDF
M19631,M,30.45,38.75,1617,36,95,0,NOT
M19632,M,30.45,38.85,1435,37.9,98,0,NOT
L51953,L,30.45,38.85,1391,50.3,101,0,NOT
L51954,L,30.45,38.85,1827,23.3,103,0,NOT
L51955,L,30.35,38.85,1761,25.8,105,0,NOT
L51956,L,30.35,38.95,1522,36.4,107,0,NOT
M19637,M,30.35,39.05,1818,23.6,109,0,NOT
H34192,H,30.45,39.05,1371,54.6,112,1,HDF
L51959,L,30.55,39.15,1511,38.9,117,0,NOT
L51960,L,30.55,39.25,1404,46.6,119,0,NOT
L51961,L,30.55,39.15,1384,45.9,121,0,NOT
L51962,L,30.65,39.35,1368,52.6,123,0,NOT
L51963,L,30.55,39.35,1641,36,125,0,NOT
L51964,L,30.75,39.45,1642,32.3,127,0,NOT
H34199,H,30.75,39.55,1401,50,129,0,NOT
L51966,L,30.65,39.45,1577,41.3,134,0,NOT
L51967,L,30.55,39.45,1396,44.1,136,0,NOT
H34202,H,30.55,39.45,1514,35.5,138,0,NOT
L51969,L,30.65,39.65,1646,35.8,143,0,NOT
L51970,L,30.65,39.65,1443,40.7,145,0,NOT
M19651,M,30.55,39.55,1469,48.5,147,0,NOT
H34206,H,30.55,39.55,1564,40.2,150,0,NOT
H34207,H,30.45,39.45,1498,40.2,155,0,NOT
L51974,L,30.45,39.45,1699,27.9,160,0,NOT
L51975,L,30.45,39.35,1431,49,162,0,NOT
L51976,L,30.35,39.25,1390,47.3,164,0,NOT
L51977,L,30.35,39.35,1380,46.1,166,0,NOT
L51978,L,30.35,39.35,1457,46.4,168,0,NOT
L51979,L,30.35,39.35,1418,42.2,170,0,NOT
M19660,M,30.35,39.35,1353,51,172,0,NOT
L51981,L,30.35,39.25,1574,32.7,175,0,NOT
M19662,M,30.35,39.25,1318,54.2,177,0,NOT
L51983,L,30.45,39.35,1710,31.4,180,0,NOT
L51984,L,30.55,39.45,1621,38.8,182,0,NOT
L51985,L,30.45,39.45,1606,33.6,184,0,NOT
H34220,H,30.45,39.35,1375,54,186,0,NOT
L51987,L,30.35,39.25,1503,36.5,191,0,NOT
L51988,L,30.35,39.15,1404,48.6,193,0,NOT
L51989,L,30.25,39.05,1656,32.7,195,0,NOT
M19670,M,30.25,38.95,1499,39.4,197,0,NOT
M19671,M,30.25,38.85,1748,28.4,200,0,NOT
L51992,L,30.25,38.75,1531,37.9,203,0,NOT
M19673,M,30.15,38.65,1536,40.6,205,0,NOT
L51994,L,30.25,38.65,1401,53,208,1,OSF
H34229,H,30.25,38.75,1534,33.2,210,0,NOT
L51996,L,30.25,38.85,1521,35.9,215,1,TWF
L51997,L,30.35,38.95,1674,30.8,0,0,NOT
M19678,M,30.45,38.95,1967,20.9,2,0,NOT
L51999,L,30.45,39.05,1696,30.7,5,0,NOT
M19680,M,30.45,38.95,1627,32.5,7,0,NOT
L52001,L,30.35,38.75,1405,45.6,10,0,NOT
L52002,L,30.35,38.75,1565,38.9,12,0,NOT
L52003,L,30.35,38.75,1493,38.7,14,0,NOT
L52004,L,30.25,38.65,1499,45,16,0,NOT
L52005,L,30.15,38.65,1692,30.6,18,0,NOT
L52006,L,30.25,38.65,2268,15.8,20,0,NOT
L52007,L,30.25,38.65,1438,58.9,22,0,NOT
L52008,L,30.35,38.75,1515,39.2,24,0,NOT
L52009,L,30.25,38.75,1491,38.2,26,0,NOT
L52010,L,30.35,38.85,1756,29.7,28,0,NOT
L52011,L,30.35,38.85,1366,54.5,30,1,HDF
L52012,L,30.35,38.85,1436,45.1,32,0,NOT
L52013,L,30.25,38.75,1377,41.6,34,1,HDF
M19694,M,30.25,38.75,1510,42.2,36,0,NOT
M19695,M,30.25,38.75,1419,50.9,39,0,NOT
L52016,L,30.15,38.65,1315,62,42,1,HDF
H34251,H,30.15,38.65,1806,27.7,44,0,NOT
H34252,H,30.15,38.65,1649,29.4,49,0,NOT
H34253,H,30.25,38.75,1402,50,54,0,NOT
L52020,L,30.25,38.75,1298,63.9,59,1,HDF
M19701,M,30.15,38.65,1441,44.9,61,0,NOT
M19702,M,30.15,38.65,1489,49.4,64,0,NOT
L52023,L,30.15,38.65,1842,24.5,67,0,NOT
M19704,M,30.25,38.65,1316,50.9,69,1,HDF
M19705,M,30.15,38.65,1583,33.3,72,0,NOT
M19706,M,30.15,38.65,1548,33.5,75,0,NOT
L52027,L,30.25,38.75,1434,44.6,78,0,NOT
H34262,H,30.35,38.85,1397,52.9,80,0,NOT
M19709,M,30.35,38.85,1475,42.9,85,0,NOT
L52030,L,30.35,38.85,1441,56.8,88,0,NOT
L52031,L,30.55,38.95,1363,51.8,90,1,HDF
L52032,L,30.55,39.05,1619,34.9,92,0,NOT
L52033,L,30.55,39.05,1487,34,94,0,NOT
L52034,L,30.55,39.05,1568,33.8,96,0,NOT
L52035,L,30.55,39.15,1375,46.2,98,0,NOT
M19716,M,30.45,39.15,1698,31.3,100,0,NOT
L52037,L,30.55,39.15,1606,37.4,103,0,NOT
L52038,L,30.55,39.15,1349,51,105,0,NOT
L52039,L,30.55,39.25,1535,38.6,107,0,NOT
M19720,M,30.45,39.25,1504,49.5,109,0,NOT
L52041,L,30.35,39.15,1946,21.1,112,0,NOT
L52042,L,30.35,38.95,1326,55.7,114,0,NOT
M19723,M,30.45,39.15,1915,22.3,116,0,NOT
L52044,L,30.45,39.15,1451,43.4,119,0,NOT
M19725,M,30.35,39.15,1624,34.8,121,0,NOT
L52046,L,30.45,39.25,1781,28.7,124,0,NOT
L52047,L,30.45,39.35,1345,54.1,126,0,NOT
L52048,L,30.45,39.25,1418,46,128,0,NOT
L52049,L,30.55,39.25,1718,26.5,130,0,NOT
M19730,M,30.55,39.25,1631,28.5,132,0,NOT
L52051,L,30.55,39.25,1513,40.1,135,0,NOT
L52052,L,30.55,39.25,1316,59.3,137,0,NOT
M19733,M,30.55,39.25,1474,38.8,139,0,NOT
L52054,L,30.65,39.35,1619,30.9,142,0,NOT
